6,15,0.1,100,0.06,0.01,2,123,10
6,15,0.1,100,0.06,0.01,2,123,20
6,15,0.1,100,0.06,0.01,2,123,50
6,15,0.1,100,0.06,0.01,2,123,100
6,20,0.1,100,0.06,0.01,2,123,10
6,20,0.1,100,0.06,0.01,2,123,20
6,20,0.1,100,0.06,0.01,2,123,50
6,20,0.1,100,0.06,0.01,2,123,100
6,30,0.1,100,0.06,0.01,2,123,10
6,30,0.1,100,0.06,0.01,2,123,20
6,30,0.1,100,0.06,0.01,2,123,50
6,30,0.1,100,0.06,0.01,2,123,100
6,40,0.1,100,0.06,0.01,2,123,10
6,40,0.1,100,0.06,0.01,2,123,20
6,40,0.1,100,0.06,0.01,2,123,50
6,40,0.1,100,0.06,0.01,2,123,100
8,15,0.1,100,0.06,0.01,2,123,10
8,15,0.1,100,0.06,0.01,2,123,20
8,15,0.1,100,0.06,0.01,2,123,50
8,15,0.1,100,0.06,0.01,2,123,100
8,20,0.1,100,0.06,0.01,2,123,10
8,20,0.1,100,0.06,0.01,2,123,20
8,20,0.1,100,0.06,0.01,2,123,50
8,20,0.1,100,0.06,0.01,2,123,100
8,30,0.1,100,0.06,0.01,2,123,10
8,30,0.1,100,0.06,0.01,2,123,20
8,30,0.1,100,0.06,0.01,2,123,50
8,30,0.1,100,0.06,0.01,2,123,100
8,40,0.1,100,0.06,0.01,2,123,10
8,40,0.1,100,0.06,0.01,2,123,20
8,40,0.1,100,0.06,0.01,2,123,50
8,40,0.1,100,0.06,0.01,2,123,100
10,15,0.1,100,0.06,0.01,2,123,10
10,15,0.1,100,0.06,0.01,2,123,20
10,15,0.1,100,0.06,0.01,2,123,50
10,15,0.1,100,0.06,0.01,2,123,100
10,20,0.1,100,0.06,0.01,2,123,10
10,20,0.1,100,0.06,0.01,2,123,20
10,20,0.1,100,0.06,0.01,2,123,50
10,20,0.1,100,0.06,0.01,2,123,100
10,30,0.1,100,0.06,0.01,2,123,10
10,30,0.1,100,0.06,0.01,2,123,20
10,30,0.1,100,0.06,0.01,2,123,50
10,30,0.1,100,0.06,0.01,2,123,100
10,40,0.1,100,0.06,0.01,2,123,10
10,40,0.1,100,0.06,0.01,2,123,20
10,40,0.1,100,0.06,0.01,2,123,50
10,40,0.1,100,0.06,0.01,2,123,100
15,15,0.1,100,0.06,0.01,2,123,10
15,15,0.1,100,0.06,0.01,2,123,20
15,15,0.1,100,0.06,0.01,2,123,50
15,15,0.1,100,0.06,0.01,2,123,100
15,20,0.1,100,0.06,0.01,2,123,10
15,20,0.1,100,0.06,0.01,2,123,20
15,20,0.1,100,0.06,0.01,2,123,50
15,20,0.1,100,0.06,0.01,2,123,100
15,30,0.1,100,0.06,0.01,2,123,10
15,30,0.1,100,0.06,0.01,2,123,20
15,30,0.1,100,0.06,0.01,2,123,50
15,30,0.1,100,0.06,0.01,2,123,100
