1,5,0.3,20,0.2,0.01,2,123,10
1,5,0.3,20,0.2,0.01,2,123,20
1,5,0.3,20,0.2,0.01,2,123,50
1,5,0.3,20,0.2,0.01,2,123,100
1,5,0.3,50,0.2,0.01,2,123,10
1,5,0.3,50,0.2,0.01,2,123,20
1,5,0.3,50,0.2,0.01,2,123,50
1,5,0.3,50,0.2,0.01,2,123,100
1,5,0.3,100,0.2,0.01,2,123,10
1,5,0.3,100,0.2,0.01,2,123,20
1,5,0.3,100,0.2,0.01,2,123,50
1,5,0.3,100,0.2,0.01,2,123,100
1,5,0.6,20,0.2,0.01,2,123,10
1,5,0.6,20,0.2,0.01,2,123,20
1,5,0.6,20,0.2,0.01,2,123,50
1,5,0.6,20,0.2,0.01,2,123,100
1,5,0.6,50,0.2,0.01,2,123,10
1,5,0.6,50,0.2,0.01,2,123,20
1,5,0.6,50,0.2,0.01,2,123,50
1,5,0.6,50,0.2,0.01,2,123,100
1,5,0.6,100,0.2,0.01,2,123,10
1,5,0.6,100,0.2,0.01,2,123,20
1,5,0.6,100,0.2,0.01,2,123,50
1,5,0.6,100,0.2,0.01,2,123,100
1,5,0.9,20,0.2,0.01,2,123,10
1,5,0.9,20,0.2,0.01,2,123,20
1,5,0.9,20,0.2,0.01,2,123,50
1,5,0.9,20,0.2,0.01,2,123,100
1,5,0.9,50,0.2,0.01,2,123,10
1,5,0.9,50,0.2,0.01,2,123,20
1,5,0.9,50,0.2,0.01,2,123,50
1,5,0.9,50,0.2,0.01,2,123,100
1,5,0.9,100,0.2,0.01,2,123,10
1,5,0.9,100,0.2,0.01,2,123,20
1,5,0.9,100,0.2,0.01,2,123,50
1,5,0.9,100,0.2,0.01,2,123,100
1,10,0.3,20,0.2,0.01,2,123,10
1,10,0.3,20,0.2,0.01,2,123,20
1,10,0.3,20,0.2,0.01,2,123,50
1,10,0.3,20,0.2,0.01,2,123,100
1,10,0.3,50,0.2,0.01,2,123,10
1,10,0.3,50,0.2,0.01,2,123,20
1,10,0.3,50,0.2,0.01,2,123,50
1,10,0.3,50,0.2,0.01,2,123,100
1,10,0.3,100,0.2,0.01,2,123,10
1,10,0.3,100,0.2,0.01,2,123,20
1,10,0.3,100,0.2,0.01,2,123,50
1,10,0.3,100,0.2,0.01,2,123,100
1,10,0.6,20,0.2,0.01,2,123,10
1,10,0.6,20,0.2,0.01,2,123,20
1,10,0.6,20,0.2,0.01,2,123,50
1,10,0.6,20,0.2,0.01,2,123,100
1,10,0.6,50,0.2,0.01,2,123,10
1,10,0.6,50,0.2,0.01,2,123,20
1,10,0.6,50,0.2,0.01,2,123,50
1,10,0.6,50,0.2,0.01,2,123,100
1,10,0.6,100,0.2,0.01,2,123,10
1,10,0.6,100,0.2,0.01,2,123,20
1,10,0.6,100,0.2,0.01,2,123,50
1,10,0.6,100,0.2,0.01,2,123,100
1,10,0.9,20,0.2,0.01,2,123,10
1,10,0.9,20,0.2,0.01,2,123,20
1,10,0.9,20,0.2,0.01,2,123,50
1,10,0.9,20,0.2,0.01,2,123,100
1,10,0.9,50,0.2,0.01,2,123,10
1,10,0.9,50,0.2,0.01,2,123,20
1,10,0.9,50,0.2,0.01,2,123,50
1,10,0.9,50,0.2,0.01,2,123,100
1,10,0.9,100,0.2,0.01,2,123,10
1,10,0.9,100,0.2,0.01,2,123,20
1,10,0.9,100,0.2,0.01,2,123,50
1,10,0.9,100,0.2,0.01,2,123,100
1,20,0.3,20,0.2,0.01,2,123,10
1,20,0.3,20,0.2,0.01,2,123,20
1,20,0.3,20,0.2,0.01,2,123,50
1,20,0.3,20,0.2,0.01,2,123,100
1,20,0.3,50,0.2,0.01,2,123,10
1,20,0.3,50,0.2,0.01,2,123,20
1,20,0.3,50,0.2,0.01,2,123,50
1,20,0.3,50,0.2,0.01,2,123,100
1,20,0.3,100,0.2,0.01,2,123,10
1,20,0.3,100,0.2,0.01,2,123,20
1,20,0.3,100,0.2,0.01,2,123,50
1,20,0.3,100,0.2,0.01,2,123,100
1,20,0.6,20,0.2,0.01,2,123,10
1,20,0.6,20,0.2,0.01,2,123,20
1,20,0.6,20,0.2,0.01,2,123,50
1,20,0.6,20,0.2,0.01,2,123,100
1,20,0.6,50,0.2,0.01,2,123,10
1,20,0.6,50,0.2,0.01,2,123,20
1,20,0.6,50,0.2,0.01,2,123,50
1,20,0.6,50,0.2,0.01,2,123,100
1,20,0.6,100,0.2,0.01,2,123,10
1,20,0.6,100,0.2,0.01,2,123,20
1,20,0.6,100,0.2,0.01,2,123,50
1,20,0.6,100,0.2,0.01,2,123,100
1,20,0.9,20,0.2,0.01,2,123,10
1,20,0.9,20,0.2,0.01,2,123,20
1,20,0.9,20,0.2,0.01,2,123,50
1,20,0.9,20,0.2,0.01,2,123,100
1,20,0.9,50,0.2,0.01,2,123,10
1,20,0.9,50,0.2,0.01,2,123,20
1,20,0.9,50,0.2,0.01,2,123,50
1,20,0.9,50,0.2,0.01,2,123,100
1,20,0.9,100,0.2,0.01,2,123,10
1,20,0.9,100,0.2,0.01,2,123,20
1,20,0.9,100,0.2,0.01,2,123,50
1,20,0.9,100,0.2,0.01,2,123,100
2,5,0.3,20,0.2,0.01,2,123,10
2,5,0.3,20,0.2,0.01,2,123,20
2,5,0.3,20,0.2,0.01,2,123,50
2,5,0.3,20,0.2,0.01,2,123,100
2,5,0.3,50,0.2,0.01,2,123,10
2,5,0.3,50,0.2,0.01,2,123,20
2,5,0.3,50,0.2,0.01,2,123,50
2,5,0.3,50,0.2,0.01,2,123,100
2,5,0.3,100,0.2,0.01,2,123,10
2,5,0.3,100,0.2,0.01,2,123,20
2,5,0.3,100,0.2,0.01,2,123,50
2,5,0.3,100,0.2,0.01,2,123,100
2,5,0.6,20,0.2,0.01,2,123,10
2,5,0.6,20,0.2,0.01,2,123,20
2,5,0.6,20,0.2,0.01,2,123,50
2,5,0.6,20,0.2,0.01,2,123,100
2,5,0.6,50,0.2,0.01,2,123,10
2,5,0.6,50,0.2,0.01,2,123,20
2,5,0.6,50,0.2,0.01,2,123,50
2,5,0.6,50,0.2,0.01,2,123,100
2,5,0.6,100,0.2,0.01,2,123,10
2,5,0.6,100,0.2,0.01,2,123,20
2,5,0.6,100,0.2,0.01,2,123,50
2,5,0.6,100,0.2,0.01,2,123,100
2,5,0.9,20,0.2,0.01,2,123,10
2,5,0.9,20,0.2,0.01,2,123,20
2,5,0.9,20,0.2,0.01,2,123,50
2,5,0.9,20,0.2,0.01,2,123,100
2,5,0.9,50,0.2,0.01,2,123,10
2,5,0.9,50,0.2,0.01,2,123,20
2,5,0.9,50,0.2,0.01,2,123,50
2,5,0.9,50,0.2,0.01,2,123,100
2,5,0.9,100,0.2,0.01,2,123,10
